id,Colonia,Delitos,latitude,longitude
394,DEL VALLE CENTRO,1564,19.3804656446932,-99.1754857693409
395,DEPORTIVA C.E.T. NO. 1,4,19.2940612730944,-98.9978777593681
396,DEPORTIVO PENSIL,30,19.45161263,-99.20101362
397,DESARROLLO URBANO EL PIRU,33,19.3812472434732,-99.2233178498536
398,DESARROLLO URBANO QUETZALCOATL,487,19.3228868967212,-99.0396865998384
399,DIAMANTE,1,19.2712941856282,-99.1931591259045
400,DIF,1,19.2422267572376,-99.0975323572182
401,DINAMITA,10,19.4921800636713,-99.1049786995312
402,DIVISIÓN DEL NORTE INFONAVIT,9,19.2735318776371,-99.1120296576105
403,DOCTORES,1934,19.4238791859017,-99.1486102985532
404,DOS LAGOS,18,19.4442344316483,-99.1876888054598
405,DR. ALFONSO ORTIZ TIRADO,94,19.3858451017186,-99.0782337996789
406,DR. FRANCISCO CABRERA,11,19.294500498821,-99.0611399311845
407,DR. IGNACIO CHÁVEZ INFONAVIT,19,19.29535648,-99.10145946
408,DR. PEDRO R BERNABÉ,3,19.3424424275686,-99.1671223021586
409,DURAZNOTITLA,4,19.2411678860413,-99.1253242464614
410,EDUARDO MOLINA I,1,19.482298272601,-99.0915507726313
411,EDUARDO MOLINA II,2,19.4838305728233,-99.091555299522
412,EDUCACIÓN,53,19.3384164,-99.1409479
413,EJERCITO DE AGUA PRIETA,210,19.3675205126306,-99.0314773042434
414,EJERCITO DE ORIENTE 2,139,19.3852211540734,-99.0372463250932
415,EJERCITO DE ORIENTE ZONA PEÑON,293,19.3695355303946,-99.0297999236304
416,EJIDO SAN MATEO,7,19.3395012989844,-99.2640715995646
417,EJIDOS SAN JUAN DE ARAGON 1A SECCION,35,19.4668087962861,-99.0933902998892
418,EL ARBOL AMPLIACION,1,19.3798190201562,-99.2348470429998
419,EL ARBOLILLO,23,19.5371601027498,-99.1415771099744
420,EL ARBOLILLO CTM,27,19.5318829,-99.1464489
421,EL ARENAL,1,19.2311306992753,-99.1246240997706
422,EL BOSQUE - CONDOMINIO,1,19.2963694035718,-99.1901842003883
423,EL CAPULÍN,15,19.39576087,-99.21130427
424,EL CARACOL,99,19.3079730967387,-99.1636823999959
425,EL CENTINELA,25,19.3364015948729,-99.1412755524974
426,EL CHAMIZAL (LA MAGUEYERA EL RETIRO),13,19.3258300941189,-99.0511583728343
427,EL COYOL,73,19.4885736520068,-99.0917406334733
428,EL CUERNITO,19,19.3836399796769,-99.2081404846777
429,EL ÉBANO,14,19.3744994161673,-99.2879696796262
430,EL EDÉN,11,19.3638544555408,-99.0140989114778
431,EL ENCANTO,1,19.2644763020043,-99.1294182997012
432,EL ENCINO DEL PUEBLO TETELPAN,2,19.3442192618913,-99.2287290901307
433,EL ERMITAÑO,29,19.303318230642,-99.2658092781034
434,EL GAVILÁN,6,19.35972955,-99.07625893
435,EL HUESO INFONAVIT,1,19.3081234912933,-99.1356517196486
436,EL JAGÜEY,40,19.4905881778184,-99.1733398119707
437,EL JAZMÍN,1,19.2455968277743,-99.0886268163292
438,EL MANTO,58,19.3489826043398,-99.0802724004593
439,EL METRO - BARRIO,4,19.2842194656999,-99.1866442510146
440,EL MILAGRO,7,19.4839624,-99.0838003
441,EL MIRADOR,34,19.3376334,-99.1016811
442,EL MIRADOR  (SANTA CRUZ XOCHITEPEC),7,19.2624596220731,-99.1296736945569
443,EL MIRADOR (NATIVITAS),1,19.2347356958359,-99.0963858001341
444,EL MIRADOR 1A SECCIÓN,17,19.2685563025284,-99.1788572001682
445,EL MIRADOR 2A SECCIÓN,10,19.2697916416531,-99.1820973313527
446,EL MIRADOR 3A SECCIÓN,6,19.2701163006705,-99.1855398000078
447,EL MIRADOR DEL PUEBLO TETELPAN,1,19.34424364268,-99.2270032422436
448,EL MIRADOR I(SAN LUCAS XOCHIMANCA),5,19.2350298966059,-99.1060550997752
449,EL MOLINITO,8,19.3615935992768,-99.2873607001817
450,EL MOLINO,25,19.3553901960173,-99.0882131998771
451,EL MOLINO TEZONCO,44,19.2974312976583,-99.0688580002959
452,EL OCOTAL,58,19.3050147005741,-99.2602052996969
453,EL OLIVO,17,19.4746209116661,-99.0865158144998
454,EL OLIVO (SAN LORENZO),1,19.23365168,-99.09449588
455,EL PARAÍSO,146,19.3759019445579,-99.0330279477049
456,EL PARQUE,106,19.4286952766704,-99.1195870287513
457,EL PARQUE DE COYOACÁN,17,19.3112061996984,-99.1317148000708
458,EL PIRU SANTA FE,11,19.3796445619586,-99.2409660976467
459,EL POCITO,4,19.3818243781874,-99.2087376968791
460,EL POLITOCO,4,19.3636259351733,-99.2450808877016
461,EL PRADO,24,19.358447699147,-99.1387619997769
462,EL RELOJ,30,19.3189092006472,-99.1425930996827
463,EL RETOÑO,89,19.3747898964884,-99.1236523999525
464,EL RINCÓN,4,19.3537632009321,-99.2449615001852
465,EL RODEO,111,19.39542246,-99.08531043
466,EL ROSAL,46,19.3075494679865,-99.2489506047391
467,EL ROSARIO,458,19.5108257841999,-99.2100964957642
468,EL ROSEDAL,55,19.3395429964703,-99.148663699529
469,EL RUEDO,1,19.3531879005474,-99.2393917996876
470,EL SANTUARIO,35,19.3513079916139,-99.0924898020612
471,EL SIFÓN,107,19.3722189587423,-99.1113723273928
472,EL TANQUE,49,19.3267003487443,-99.2482179650448
473,EL TEJOCOTE,3,19.3830094793934,-99.2175012831648
474,EL TEPETATAL,17,19.5650017954059,-99.1384575997611
475,EL TORO,34,19.3123853990169,-99.2484459537536
476,EL TRIANGULO,41,19.3226052427148,-99.0509448173069
477,EL TRIUNFO,88,19.3797026696275,-99.1223848601727
478,EL VERGEL,79,19.3189256589298,-99.0841248599215
479,EL YAQUI,16,19.36256321,-99.28559798
480,EMILIANO ZAPATA,147,19.3317054622874,-98.9784294313705
481,EMILIANO ZAPATA 1A SECCION,4,19.2114772608197,-98.9716314361959
482,EMILIANO ZAPATA 2A SECCION,4,19.2100858082507,-98.9689178711977
483,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,35,19.3165837459725,-99.107934300796
484,EMILIO CARRANZA,49,19.450541871842,-99.1233316101363
485,EMILIO PORTES GIL,12,19.30624506085,-99.219156994472
486,EMPLEADOS FEDERALES,8,19.3377943917634,-99.1830658658619
487,EQUIPAMIENTO FABRICA FISISA,6,19.2993792010737,-99.1792899996347
488,EQUIPAMIENTO FABRICA FISISA I,58,19.2995350046295,-99.1378547607008
489,EQUIPAMIENTO PREPARATORIA NUM. 5,2,19.3078664274441,-99.1340931827133
490,ERMITA,43,19.3598535250496,-99.1431522594321
491,ERMITA CHURUBUSCO,1,19.3578062601406,-99.1235493119908
492,ERMITA TIZAPAN,24,19.3376265439103,-99.2045832733934
493,ERMITA ZARAGOZA,285,19.36188702363,-98.9999388984646
494,ESCANDÓN I SECCIÓN,350,19.4002474229918,-99.1834475400018
495,ESCUADRÓN 201,100,19.3585956967459,-99.1119335999729
496,ESCUELA DE TIRO,7,19.4321445957208,-99.1138652702182
497,ESPACIO ECOLOGICO CUICUILCO,5,19.3026804953005,-99.1857060671548
498,ESPARTACO,43,19.31973182,-99.13615276
499,ESPERANZA,72,19.4179012,-99.1287681
500,ESTACIÓN PANTACO,12,19.4796028721371,-99.164535863927
501,ESTADIO AZTECA,3,19.3019159690201,-99.1471667970025
502,ESTADIO OLIMPICO MEXICO 68,3,19.3323427338759,-99.1901328457884
503,ESTADO DE ANAHUAC,2,19.3227035811915,-99.086048606399
504,ESTADO DE HIDALGO,22,19.3647791959309,-99.2449147779556
505,ESTADO DE HIDALGO I,6,19.3633449975482,-99.2408520804264
506,ESTADO DE VERACRUZ,1,19.3496003988789,-99.0892236999509
507,ESTANZUELA,26,19.49114752,-99.10800449
508,ESTRELLA,149,19.4725364869289,-99.1138214293393
509,ESTRELLA CULHUACÁN,20,19.3321995019069,-99.1089779000092
510,ESTRELLA DEL SUR,52,19.3482911716958,-99.0998274457178
511,EUZKADI,32,19.4764552471753,-99.1590202016864
512,EVA SÁMANO DE LÓPEZ MATEOS,2,19.3609750572769,-99.0677119900589
513,EX EJIDO SAN JUAN DE ARAGÓN SECTOR 32,2,19.466026896873,-99.0781893999173
514,EX ESCUELA DE TIRO,8,19.4516054033581,-99.1008324151599
515,EX HACIENDA SAN JUAN DE DIOS,54,19.2886922973084,-99.1317150996353
516,EX-EJIDO DE LA MAGDALENA MIXIUHCA,29,19.3912979108798,-99.0885920995563
517,EX-EJIDO DE SAN PABLO TEPETLAPA,97,19.3204507540957,-99.113730352629
518,EX-EJIDO DE SANTA URSULA COAPA,45,19.3143334881507,-99.1396266928349
519,EX-HACIENDA EL ROSARIO,18,19.497870400581,-99.2130048001974
520,EX-HIPÓDROMO DE PERALVILLO,191,19.4577467,-99.1345113
521,EXTREMADURA INSURGENTES,37,19.37651093429,-99.1808906167208
522,FAJA DE ORO,11,19.4654018273652,-99.1052665602833
523,FAROLES DEL PEDREGAL,9,19.302110545131,-99.1969680958941
524,FEDERAL,159,19.4174904994554,-99.0913735000865
525,FELIPE ÁNGELES,68,19.4524833,-99.1106509
526,FELIPE PESCADOR,29,19.456340240384,-99.1246194203058
527,FERNANDO CASAS ALEMÁN,10,19.4522695974073,-99.0949324999624
528,FERRERÍA,10,19.4995697992603,-99.1725276001692
529,FERROCARRILERA,100,19.4795917313138,-99.0973379254714
530,FIVIPOR,3,19.4259419,-99.06183703
531,FLOR DE MARIA,11,19.3532824768945,-99.2022018432417
532,FLORESTA COYOACÁN,23,19.3052469,-99.1320515
533,FLORIDA,132,19.3609826693706,-99.1813535353511
534,FORESTAL,28,19.5590591365081,-99.1306733290433
535,FORESTAL I,21,19.5701452991394,-99.128424399841
536,FORTÍN DE CHIMALISTAC,1,19.3403477722334,-99.1844867111473
537,FRACCIONAMIENTO COYUYA,22,19.3984870457301,-99.1137203886363
538,FRANCISCO I MADERO,14,19.4466357624055,-99.2039970196012
539,FRANCISCO VILLA,131,19.33963879,-99.06152597
540,FUEGO NUEVO,66,19.3324421476441,-99.0990415371628
541,FUENTES BROTANTES,60,19.2836200981938,-99.1851789004133
542,FUENTES DE ZARAGOZA,4,19.3689829961118,-99.0074941001493
543,FUENTES DEL PEDREGAL,65,19.3037930279674,-99.2281241305951
544,GABRIEL HERNÁNDEZ,75,19.4993045973497,-99.100250000328
545,GABRIEL RAMOS MILLÁN,81,19.3909047310339,-99.099635309711
546,GABRIEL RAMOS MILLÁN SECCIÓN BRAMADERO,276,19.393596996982,-99.0958119001546
547,GABRIEL RAMOS MILLÁN SECCIÓN TLACOTAL,109,19.3951029418237,-99.1096357484378
548,GAMITOS,8,19.3784763049308,-99.2383953562919
549,GARCIMARRERO,46,19.365949273861,-99.2410032345857
550,GARCIMARRERO NORTE,15,19.367290698931,-99.2376369828299
551,GENERAL FELIPE BERRIOZABAL,50,19.557407498642,-99.1317380002758
552,GENERAL IGNACIO ZARAGOZA,177,19.4170783,-99.0982871
553,GENERAL PEDRO MARIA ANAYA,74,19.3631267,-99.1593783
554,GERTRUDIS SÁNCHEZ 1A SECCIÓN,38,19.4704816540669,-99.1036191084072
555,GERTRUDIS SÁNCHEZ 2A SECCIÓN,67,19.4690192842973,-99.0993334278861
556,GERTRUDIS SANCHEZ 3A SECCION,76,19.4609252957613,-99.1004725998217
557,GLORIETA DE VAQUERITOS,6,19.2846429805141,-99.1279746972234
558,GOLONDRINAS,68,19.376734997167,-99.2163661442421
559,GOLONDRINAS 1A SECCIÓN,22,19.3801032980544,-99.2121800999299
560,GOLONDRINAS 2A SECCIÓN,9,19.3789383489563,-99.2148682791533
561,GRACIANO SÁNCHEZ,1,19.5577661032864,-99.1467789995937
562,GRANADA,280,19.4416221988551,-99.1935132999281
563,GRANJAS CABRERA,25,19.3008950517733,-99.0631214139571
564,GRANJAS COAPA,189,19.2950340061613,-99.1142014128119
565,GRANJAS DE SAN ANTONIO,72,19.356695402238,-99.111164755224
566,GRANJAS ESMERALDA,46,19.3530657632505,-99.119784708217
567,GRANJAS ESTRELLA,63,19.3205203100375,-99.0852556100833
568,GRANJAS MÉXICO,542,19.3975675670557,-99.0958765110732
569,GRANJAS MODERNAS,127,19.4744132023464,-99.1000635001328
570,GUADALUPE,57,19.2857402971556,-99.1467533997193
571,GUADALUPE DEL MORAL,150,19.3740053684367,-99.0787058154933
572,GUADALUPE INN,188,19.3584997106361,-99.1842056259407
573,GUADALUPE INSURGENTES,85,19.4724849995765,-99.1332712003724
574,GUADALUPE PROLETARIA,39,19.5192397964734,-99.1527444545418
575,GUADALUPE TEPEYAC,523,19.4721870806497,-99.1211007335991
576,GUADALUPE TLALPAN,31,19.28986496,-99.14825239
577,GUADALUPE TLALTENCO,38,19.2951671,-99.01054062
578,GUADALUPE VICTORIA,36,19.4706794007849,-99.1393888996534
579,GUADALUPE VICTORIA CUAUTEPEC,18,19.5410119706672,-99.1392418198744
580,GUADALUPITA,17,19.264210462519,-99.1015152778355
581,GUELATAO BENITO JUÁREZ,29,19.3861307,-99.0437916
582,GUERRERO,894,19.4370630164866,-99.1449441887395
583,HACIENDA SAN JUAN,6,19.29119304,-99.14543587
584,HACIENDAS DE COYOACÁN,39,19.30081083,-99.1141211
585,HERMOSILLO,6,19.3450638679212,-99.1268777934709
586,HÉROE DE NACOZARI,39,19.4703817978272,-99.1431554000647
587,HÉROES DE 1910,19,19.2494372961742,-99.2294474003264
588,HÉROES DE CERRO PRIETO,49,19.4515265822705,-99.097557489534
589,HÉROES DE CHAPULTEPEC,14,19.4741512004945,-99.0910755002653
590,HÉROES DE CHURUBUSCO,68,19.36107947,-99.11516155
591,HÉROES DE PADIERNA,288,19.2831532682041,-99.2286949933254
592,HERON PROAL,20,19.3581426285962,-99.2298680037122
593,HIDALGO,37,19.3979184736544,-99.2069825700701
594,HIPÓDROMO,546,19.4069875630868,-99.1756222735043
595,HIPÓDROMO CONDESA,113,19.40795037,-99.17846854
596,HOGAR Y REDENCIÓN,14,19.36790049,-99.21618228
597,HOGAR Y SEGURIDAD,37,19.4679122980405,-99.1664292000604
598,HOGARES FERROCARRILEROS,8,19.4737892907212,-99.164341618188
599,HUAYAMILPAS,28,19.3223672197853,-99.1524545391861
600,HUAYATLA,42,19.30807064,-99.26247704
601,HUICHAPAN,18,19.2643732467973,-99.118404284755
602,HUÍCHAPAN,31,19.459013672085,-99.1972268499841
603,IGNACIO ALLENDE,3,19.4671777207413,-99.1613291439289
604,IGNACIO MANUEL ALTAMIRANO,4,19.4641570955279,-99.196062538262
605,IGNACIO ZARAGOZA,10,19.3848786,-99.0412331
606,INDECO,4,19.4731291,-99.0899361
607,INDEPENDENCIA,136,19.3778543929726,-99.1491033041091
608,INDEPENDENCIA BATAN NORTE,14,19.3342612033789,-99.2091860999364
609,INDEPENDENCIA BATAN SUR,21,19.3326440167997,-99.2139873554486
610,INDEPENDENCIA SAN RAMON,11,19.3311338000036,-99.219597499756
611,INDUSTRIAL,221,19.4720964765689,-99.1296524419043
612,INDUSTRIAL ALCE BLANCO - FRACCIONAMIENTO,1,19.432608,-99.133209
613,INDUSTRIAL PUERTO AÉREO,134,19.4204726387738,-99.0955612888119
614,INDUSTRIAL VALLEJO,154,19.49319,-99.1582822
615,INDUSTRIAS MILITARES DE SEDENA,2,19.3838545985217,-99.2378495001359
616,INFONAVIT CAMINO SAN JUAN DE ARAGON,11,19.4726252038902,-99.0825098001473
617,INFONAVIT IZTACALCO,206,19.38579243,-99.10474783
618,INFONAVIT LORETO FABELA,1,19.4715364041208,-99.0803495998479
619,INPI PICOS,22,19.3858840062135,-99.1007719037378
620,INSURGENTES,38,19.3322828179482,-99.0562973195492
621,INSURGENTES CUICUILCO,89,19.3033739486645,-99.1836969573323
622,INSURGENTES MIXCOAC,250,19.3736143992438,-99.1872047226978
623,INSURGENTES SAN ANGEL,2,19.3386763,-99.187687
624,INSURGENTES SAN BORJA,48,19.3840786025331,-99.1734605998535
625,INTEGRACIÓN LATINOAMERICANA,4,19.3392166397666,-99.1802729393126
626,IRRIGACIÓN,134,19.4423072,-99.2105039
627,ISIDRO FABELA,157,19.2985795927456,-99.1728238739273
628,ISIDRO FABELA SECCION CANTIL,8,19.29806912,-99.16904714
629,ISSFAM,9,19.277917698999,-99.1612322998587
630,ISSSTE,6,19.3446607960262,-99.1808690999046
631,IZTACCIHUATL,49,19.3893451027984,-99.1334413002775
632,IZTLAHUACÁN,143,19.3437512958246,-98.9979182996786
633,JACARANDAS,86,19.35081207,-99.05212249
634,JAIME TORRES BODET,19,19.231572835124,-98.9986955155812
635,JALALPA EL GRANDE 1ER. REACOMODO,20,19.3714035038834,-99.2397926000174
636,JALALPA TEPITO,28,19.3793252032453,-99.228705892842
637,JAMAICA,65,19.40493743,-99.12574674
638,JANITZIO,33,19.4483696,-99.1178806
639,JARDÍN AZPEITIA,50,19.4752218427855,-99.1752541963474
640,JARDÍN BALBUENA,514,19.4189867017893,-99.1075444996684
641,JARDINES DE CHURUBUSCO,12,19.3753070480609,-99.1077290886907
642,JARDINES DE COYOACÁN,29,19.3163713605293,-99.1261866335168
643,JARDINES DE LA PALMA,25,19.3732618247254,-99.2787622582642
644,JARDINES DE SAN LORENZO TEZONCO,40,19.2967116953246,-99.0726828996723
645,JARDINES DEL AJUSCO,50,19.2932248998881,-99.2159349001603
646,JARDINES DEL LLANO,14,19.2298585212242,-98.9894986306576
647,JARDINES DEL PEDREGAL,362,19.3119517031747,-99.2032006996798
648,JARDINES DEL PEDREGAL DE SAN ÁNGEL,138,19.3073785,-99.1901123
649,JARDINES DEL SUR,25,19.2545651897132,-99.1145473448458
650,JARDINES EN LA MONTAÑA,57,19.3044580586408,-99.2017268492316
651,JARDINES TECMA,21,19.3885328,-99.11624534
652,JARDINES VILLA COAPA,11,19.302221104044,-99.1337930996888
653,JESÚS DEL MONTE,21,19.3651765331452,-99.2939479841219
654,JORGE NEGRETE,82,19.5265289022176,-99.144953370951
655,JOSÉ LÓPEZ PORTILLO,161,19.3065651039954,-99.0816329050396
656,JOSÉ MARIA MORELOS Y PAVÓN,27,19.3731113460469,-99.0271334662796
657,JOSÉ MARIA MORELOS Y PAVÓN 1,1,19.4837812393476,-99.0954750846695
658,JOSÉ MARIA MORELOS Y PAVÓN 2,9,19.4784795984111,-99.0920758997918
659,JOSÉ MARIA PINO SUÁREZ,76,19.3930126164543,-99.2008123863829
660,JOSEFA ORTIZ DE DOMÍNGUEZ,27,19.3879176547788,-99.141383966249
661,JOYAS DEL PEDREGAL,8,19.3062111916557,-99.1571950906364
662,JUAN DE DIOS BÁTIZ,6,19.5042910948506,-99.1304517270075
663,JUAN ESCUTIA,344,19.4006094618709,-99.0580260940178
664,JUAN GONZÁLEZ ROMERO,62,19.5054264971637,-99.0884889003007
665,JUÁREZ,908,19.4300348671204,-99.1606936141992
666,JUSTICIA SOCIAL,1,19.2594292247593,-99.0275335740023
667,JUSTO SIERRA,5,19.3631054361818,-99.1351241680735
668,JUVENTINO ROSAS,124,19.39360908,-99.10631648
669,LA ANGOSTURA,12,19.33388936,-99.23216271
670,LA ARAÑA,7,19.36321169,-99.24021419
671,LA ASUNCIÓN,66,19.24314866075,-98.9968762420312
672,LA ASUNCION - BARRIO,12,19.241451103805,-98.995249600235
673,LA ASUNCION I,47,19.2717840845371,-99.0051093201358
674,LA CARBONERA,47,19.2975160971354,-99.2594039003894
675,LA CASCADA,13,19.3694531444911,-99.1984588253973
676,LA CASILDA,40,19.5543909,-99.1273472
677,LA COLMENA,47,19.371443627228,-98.9984907891549
678,LA CONCEPCION,8,19.3084465659043,-98.9676961517067
679,LA CONCEPCIÓN,15,19.304629643525,-99.2348985442379
680,LA CONCEPCIÓN (VILLA MILPA ALTA),34,19.19088182,-99.02051937
681,LA CONCHA,12,19.2520431028424,-99.1158601002495
682,LA CONCHITA,59,19.2829995313798,-99.035474657178
683,LA CONCHITA ZAPOTITLÁN,7,19.2392605033489,-98.9979647996839
684,LA CRUZ,78,19.3079034894519,-99.2333748572207
685,LA CRUZ COYUYA,51,19.401735,-99.1135878
686,LA DRAGA,30,19.2835092669233,-99.0428970443557
687,LA ERA,86,19.3396872021529,-99.0521972002804
688,LA ESCALERA,2,19.4711563014808,-99.090251500078
689,LA ESMERALDA,45,19.4865132333866,-99.0866416274404
690,LA ESMERALDA 1A SECCIÓN,20,19.488624094209,-99.0856015688764
691,LA ESPERANZA,95,19.3118810527415,-99.0807545516173
692,LA ESTACIÓN,62,19.31174226,-99.04402952
693,LA ESTRELLA,2,19.3847214156325,-99.2284428923462
694,LA FORESTAL 2,15,19.56500601,-99.12543336
695,LA GALVIA,1,19.2664071877235,-99.126580254393
696,LA GUADALUPANA,5,19.1943751803143,-99.1517534117695
697,LA GUADALUPE,37,19.3059011,-99.2320529
698,La Guadalupita,4,19.1771338734852,-98.9903576938893
699,LA HABANA,56,19.2652985823448,-98.9966771796812
700,LA HERRADURA DEL PUEBLO TETELPAN,3,19.3460318182847,-99.2108515783077
701,LA JOYA,157,19.2294379987113,-99.0964702003235
702,LA JOYITA,26,19.4664623240894,-99.1160474674331
703,LA JOYITA DEL PUEBLO TETELPAN,1,19.34316501,-99.23226858
704,LA LAGUNA TICOMÁN,92,19.5140285958086,-99.1350683001679
705,LA LOMA,40,19.2559322042625,-99.0015663996027
706,LA LUPITA,15,19.2449424977928,-98.9957035997022
707,LA LUZ (VILLA MILPA ALTA),9,19.1832340120305,-99.03175338461
708,LA MAGDALENA,26,19.26757514,-99.00360398
709,LA MAGDALENA PETLACALCO,44,19.23200017,-99.17897515
710,LA MAGUEYERA,2,19.320323403687,-99.0457393972301
711,LA MALINCHE,109,19.4517896974055,-99.1060188000549
712,LA MARTINICA,9,19.3599028415761,-99.2250820708909
713,LA MARTINICA II,8,19.359003497454,-99.2188759997432
714,LA MEXICANA,67,19.3810730022418,-99.2326806002996
715,LA MILAGROSA,2,19.3507442,-99.2423581
716,LA NAVIDAD,97,19.3768211009077,-99.2850057431174
717,LA NOPALERA,68,19.2971253007181,-99.0510813002704
718,LA NORIA,28,19.2671566,-99.1281779
719,LA NORIA I,5,19.2627354032106,-99.1255881001306
720,LA NORIA III,7,19.2682041987886,-99.130646882027
721,LA PALMITA,8,19.3842620998743,-99.2253908003873
722,LA PASTORA,59,19.5239317191035,-99.1373805733179
723,LA PILA,27,19.3106362987056,-99.335576264889
724,LA PLANTA,17,19.292720868813,-99.0649748101731
725,LA POLVORILLA,101,19.3164304180443,-99.0453153979145
726,LA PRADERA,74,19.472957,-99.068102
727,LA PRADERA I,7,19.4742154548688,-99.062838351271
728,LA PRADERA II,12,19.4713888666037,-99.0655188170607
729,LA PRECIOSA,66,19.487714346802,-99.1947038899244
730,LA PRESA,6,19.383206664268,-99.21295550422
731,LA PRESA SECCION HORNOS,7,19.3828067027427,-99.2147080999905
732,LA PRIMAVERA,9,19.2671263479651,-99.2004354545896
733,LA PURÍSIMA TICOMÁN,99,19.514475703889,-99.1383635996675
734,LA RAZA,88,19.4653085705868,-99.1432632199336
735,LA REGADERA,7,19.35312146674,-99.0643643618124
736,LA ROSITA,46,19.3629365657054,-99.2743085857671
737,LA SOLEDAD,13,19.2363869,-98.99528466
738,LA TURBA,11,19.2968718477509,-99.0568582051712
739,LA VALENCIANA,3,19.3898130802825,-99.0390123251798
740,LA VIGA,4,19.3723080994331,-99.1221539995821
741,LAGO NORTE,15,19.4461427337727,-99.1870801900526
742,LAGO SUR,19,19.4443691679385,-99.1884294150527
743,LAS AGUILAS,76,19.3598974,-99.2025825
744,Las Aguilas (AOB-3),51,19.3490351991135,-99.2211885002952
745,LAS AGUILAS 1A SECCIÓN,24,19.3579887339271,-99.2129405582198
746,LAS AGUILAS 2O PARQUE,7,19.35447211,-99.21830975
747,LAS AGUILAS 3ER PARQUE,10,19.3530294977298,-99.2207057002835
748,LAS AGUILAS SECCION HORNOS,8,19.3614558035994,-99.2040557000704
749,LAS AMÉRICAS,29,19.4011505854229,-99.2045601299276
750,LAS ANIMAS,13,19.2585607986589,-99.0180409004721
751,LAS ARBOLEDAS,99,19.3044633722756,-99.0596555536409
752,LAS ARMAS,6,19.4872401565177,-99.2172172335067
753,LAS CAMPANAS,7,19.3069550010745,-99.1189279002303
754,LAS CRUCES,59,19.3184646988362,-99.2538800997091
755,LAS FLORES,7,19.1989779448894,-99.1518951413464
756,LAS HUERTAS,4,19.29549047,-99.23766258
757,LAS LAJAS,18,19.3200338891223,-99.3318597942619
758,LAS MAROMAS,3,19.3304847018334,-99.329904999953
759,LAS PALMAS,9,19.3988592478592,-99.2106283889032
760,LAS PEÑAS,80,19.3349918464039,-99.0550839903855
761,LAS PERITAS,15,19.2714288,-99.1248093
762,LAS PUERTAS - BARRIO,12,19.2925802396433,-99.0187654327072
763,LAS SALINAS,8,19.4885500249422,-99.1661175617249
764,LAS TINAJAS,25,19.35553734,-99.2802722
765,LEGARIA,48,19.4561174432819,-99.1943879048351
766,LETRÁN VALLE,172,19.3750291978134,-99.1542030998258
767,LEYES DE REFORMA 1A SECCIÓN,108,19.3606459606153,-99.0697771976681
768,LEYES DE REFORMA 2A SECCIÓN,35,19.3661655999546,-99.0696962999544
769,LEYES DE REFORMA 3A SECCIÓN,292,19.3806396129494,-99.0686590180539
770,LI LEGISLATURA,3,19.4827946,-99.0928125
771,LIBERACIÓN,25,19.4691891869218,-99.1525588395303
772,LIBERACIÓN PROLETARIA,6,19.3805236749446,-99.2307773510884
773,LIBERALES DE 1857,37,19.3933038026666,-99.2127518004676
774,LIBERTAD,9,19.4790468,-99.178835
775,LINDAVISTA,528,19.4883279999842,-99.127064499958
776,LLANO REDONDO,13,19.3559506,-99.24512742
777,LOCAXCO,2,19.3510332160305,-99.2890684443404
778,LOMA BONITA,1,19.2711304953424,-99.1919027187622
779,LOMA DEL OCOTE,6,19.350917597415,-99.2865605003373
780,LOMA LA PALMA,134,19.545166040627,-99.1515373922844
781,LOMAS ALTAS,33,19.3926035703721,-99.239166148817
782,LOMAS ALTAS DE PADIERNA SUR,13,19.273596494378,-99.2256082374307
783,LOMAS AXOMIATLA,15,19.3432659557357,-99.2550173311578
784,LOMAS DE BECERRA,85,19.3851285852272,-99.220164211696
785,LOMAS DE BEZARES,20,19.3909397678651,-99.239050612739
786,LOMAS DE CAPULA,38,19.3774415752357,-99.2174203896356
787,LOMAS DE CHAMONTOYA,39,19.3133001991803,-99.2710911375352
788,LOMAS DE CHAPULTEPEC I SECCIÓN,379,19.4330730366738,-99.2099815999538
789,LOMAS DE CHAPULTEPEC IV SECCIÓN (LOMAS VIRREYES),20,19.420017158652,-99.2070918702898
790,LOMAS DE CUAUTEPEC,41,19.5697016022958,-99.1320833374585
791,LOMAS DE CUILOTEPEC,5,19.2713016375715,-99.2341385432913
792,LOMAS DE GUADALUPE,7,19.3430324997275,-99.2435113998663
793,LOMAS DE LA ERA,97,19.3274470867639,-99.2594789691621
794,LOMAS DE LA ESTANCIA,117,19.3363095025501,-99.0064898000973
795,LOMAS DE LAS ÁGUILAS,11,19.3437420023047,-99.2348116996991
796,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,33,19.3452441621079,-99.212176376726
797,LOMAS DE LOS CEDROS,10,19.3378222,-99.2466874
798,LOMAS DE MEMETLA,27,19.3583206466762,-99.2850186925555
799,LOMAS DE NATIVITAS,5,19.2430640010856,-99.0897836001316
800,LOMAS DE PADIERNA,137,19.2939919092653,-99.2233509190697
801,LOMAS DE PLATEROS,152,19.3667300978675,-99.2013034206444
802,LOMAS DE PUERTA GRANDE,18,19.3582950025113,-99.2336347356195
803,LOMAS DE REFORMA,5,19.40007604001,-99.2338338535035
804,LOMAS DE SAN ÁNGEL INN,47,19.3426765977894,-99.2058048996715
805,LOMAS DE SAN BERNABÉ,68,19.3159828962415,-99.2626055995437
